,序号,标题,链接,导演,评分,评价人数,简介
133,134,完美的世界,https://movie.douban.com/subject/1300992/,导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...,9.1,360853人评价,
134,135,色，戒,https://movie.douban.com/subject/1828115/,导演: 李安 Ang Lee   主演: 梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,8.7,963245人评价,假戏真情，爱欲深海
135,136,阳光灿烂的日子,https://movie.douban.com/subject/1291875/,导演: 姜文 Wen Jiang   主演: 夏雨 Yu Xia / 宁静 Jing Ning / 陶虹 Hong Tao,8.8,696865人评价,
136,137,怪兽电力公司,https://movie.douban.com/subject/1291579/,导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman   主演: 约...,8.8,771935人评价,
137,138,小森林 夏秋篇,https://movie.douban.com/subject/25814705/,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,9.0,474388人评价,那些静得只能听见呼吸的日子里，你明白孤独即生活。
138,139,教父3,https://movie.douban.com/subject/1294240/,导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...,9.0,433470人评价,
139,140,天使爱美丽,https://movie.douban.com/subject/1292215/,导演: 让-皮埃尔·热内 Jean-Pierre Jeunet   主演: 奥黛丽·塔图 Audrey Tau...,8.7,1022196人评价,
140,141,侧耳倾听,https://movie.douban.com/subject/1297052/,导演: 近藤喜文 Yoshifumi Kondo   主演: 本名阳子 Youko Honna / 小林桂树 K...,8.9,521520人评价,
141,142,哪吒闹海,https://movie.douban.com/subject/1307315/,导演: 王树忱 Shuchen Wang / 严定宪 Dingxian Yan   主演: 梁正晖 Zhenghui ...,9.2,309030人评价,
142,143,九品芝麻官,https://movie.douban.com/subject/1297518/,导演: 王晶 Jing Wong   主演: 周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,8.8,795989人评价,
143,144,被解救的姜戈,https://movie.douban.com/subject/6307447/,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...,8.8,694147人评价,热血沸腾，那个低俗、性感的无耻混蛋又来了。
144,145,请以你的名字呼唤我,https://movie.douban.com/subject/26799731/,导演: 卢卡·瓜达尼诺 Luca Guadagnino   主演: 艾米·汉莫 Armie Hammer / ...,8.8,826467人评价,沉醉在电影的情感和视听氛围中无法自拔。
145,146,幸福终点站,https://movie.douban.com/subject/1292274/,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 汤姆·汉克斯 Tom Hanks...,8.8,643626人评价,有时候幸福需要等一等。
146,147,釜山行,https://movie.douban.com/subject/25986180/,导演: 延尚昊 Sang-ho Yeon   主演: 孔刘 Yoo Gong / 郑有美 Yu-mi Jung / 马...,8.6,1352685人评价,揭露人性的丧尸题材力作。
147,148,神偷奶爸,https://movie.douban.com/subject/3287562/,导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud   主演: ...,8.7,1048734人评价,Mr. I Don't Care其实也有Care的时候。
148,149,小森林 冬春篇,https://movie.douban.com/subject/25814707/,导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,9.0,421546人评价,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
149,150,喜宴,https://movie.douban.com/subject/1303037/,导演: 李安 Ang Lee   主演: 赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎...,9.0,433001人评价,
150,151,萤火之森,https://movie.douban.com/subject/5989818/,导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...,8.8,612609人评价,触不到的恋人。
151,152,告白,https://movie.douban.com/subject/4268598/,导演: 中岛哲也 Tetsuya Nakashima   主演: 松隆子 Takako Matsu / 冈田将生 ...,8.8,745341人评价,没有一人完全善，也没有一人完全恶。
152,153,玛丽和麦克斯,https://movie.douban.com/subject/3072124/,导演: 亚当·艾略特 Adam Elliot   主演: 托妮·科莱特 Toni Collette / 菲利...,9.0,471760人评价,你是我最好的朋友，你是我唯一的朋友 。
153,154,七武士,https://movie.douban.com/subject/1295399/,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 志村乔 ...,9.3,236433人评价,
154,155,头号玩家,https://movie.douban.com/subject/4920389/,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 泰伊·谢里丹 Tye Sheri...,8.6,1519856人评价,写给影迷，动漫迷和游戏迷的一封情书。
155,156,模仿游戏,https://movie.douban.com/subject/10463953/,导演: 莫滕·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...,8.8,721522人评价,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
156,157,惊魂记,https://movie.douban.com/subject/1293181/,导演: 阿尔弗雷德·希区柯克 Alfred Hitchcock   主演: 安东尼·博金斯 Antho...,9.0,357583人评价,
157,158,大鱼,https://movie.douban.com/subject/1291545/,导演: 蒂姆·波顿 Tim Burton   主演: 伊万·麦克格雷格 Ewan McGregor / 阿...,8.8,628234人评价,
158,159,心灵奇旅,https://movie.douban.com/subject/24733428/,导演: 彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers   主演: 杰米·...,8.7,1145948人评价,
159,160,机器人之梦,https://movie.douban.com/subject/35426925/,导演: 巴勃罗·贝格尔 Pablo Berger   主演: 伊万·拉班达 Ivan Labanda,9.1,440959人评价,
160,161,背靠背，脸对脸,https://movie.douban.com/subject/1307856/,导演: 黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang   主演: 牛振华 Zhenhua N...,9.5,180749人评价,
161,162,射雕英雄传之东成西就,https://movie.douban.com/subject/1316510/,导演: 刘镇伟 Jeffrey Lau   主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,8.7,719384人评价,
162,163,血战钢锯岭,https://movie.douban.com/subject/26325320/,导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...,8.7,861332人评价,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
163,164,你的名字。,https://movie.douban.com/subject/26683290/,导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...,8.5,1596539人评价,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
164,165,我是山姆,https://movie.douban.com/subject/1306861/,导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...,9.0,377637人评价,
165,166,阳光姐妹淘,https://movie.douban.com/subject/4917726/,导演: 姜炯哲 Hyeong-Cheol Kang   主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,8.8,639844人评价,再多各自牛逼的时光，也比不上一起傻逼的岁月。
166,167,恐怖直播,https://movie.douban.com/subject/21360417/,导演: 金秉祐 Byeong-woo Kim   主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,8.7,729991人评价,恐怖分子的“秋菊打官司”。
167,168,黑客帝国3：矩阵革命,https://movie.douban.com/subject/1302467/,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,8.8,498553人评价,
168,169,末路狂花,https://movie.douban.com/subject/1291992/,导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...,9.0,350184人评价,
169,170,小丑,https://movie.douban.com/subject/27119724/,导演: 托德·菲利普斯 Todd Phillips   主演: 杰昆·菲尼克斯 Joaquin Phoeni...,8.7,1127422人评价,
170,171,三块广告牌,https://movie.douban.com/subject/26611804/,导演: 马丁·麦克唐纳 Martin McDonagh   主演: 弗兰西斯·麦克多蒙德 France...,8.7,922276人评价,怼天怼地，你走后，她与世界为敌。
171,172,谍影重重3,https://movie.douban.com/subject/1578507/,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,8.9,472267人评价,像吃了苏打饼一样干脆的电影。
172,173,高山下的花环,https://movie.douban.com/subject/1422283/,导演: 谢晋 Jin Xie   主演: 吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何...,9.5,160123人评价,
173,174,电锯惊魂,https://movie.douban.com/subject/1417598/,导演: 詹姆斯·温 James Wan   主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...,8.7,614841人评价,真相就在眼前。
174,175,无间道2,https://movie.douban.com/subject/1307106/,导演: 刘伟强 Andrew Lau / 麦兆辉 Alan Mak   主演: 陈冠希 Edison Chen / ...,8.8,569008人评价,
175,176,达拉斯买家俱乐部,https://movie.douban.com/subject/1793929/,导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...,8.8,507642人评价,Jared Leto的腿比女人还美！
176,177,疯狂原始人,https://movie.douban.com/subject/1907966/,导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders   主演...,8.7,923379人评价,老少皆宜，这就是好莱坞动画的魅力。
177,178,绿里奇迹,https://movie.douban.com/subject/1300374/,导演: 弗兰克·德拉邦特 Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / ...,8.9,389616人评价,
178,179,爱在午夜降临前,https://movie.douban.com/subject/10808442/,导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...,8.9,475454人评价,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
179,180,疯狂的石头,https://movie.douban.com/subject/1862151/,导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,8.6,928423人评价,中国版《两杆大烟枪》。
180,181,雨中曲,https://movie.douban.com/subject/1293460/,导演: 斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly   主演: 吉恩·...,9.1,269892人评价,
181,182,2001太空漫游,https://movie.douban.com/subject/1292226/,导演: 斯坦利·库布里克 Stanley Kubrick   主演: 凯尔·杜拉 Keir Dullea / ...,8.9,398245人评价,
182,183,海街日记,https://movie.douban.com/subject/25895901/,导演: 是枝裕和 Hirokazu Koreeda   主演: 绫濑遥 Haruka Ayase / 长泽雅美 M...,8.8,523034人评价,是枝裕和的家庭习作。
183,184,风之谷,https://movie.douban.com/subject/1291585/,导演: 宫崎骏 Hayao Miyazaki   主演: 岛本须美 Sumi Shimamoto / 松田洋治 Y...,8.9,394515人评价,
184,185,上帝之城,https://movie.douban.com/subject/1292208/,导演: 费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund  &nbsp...,9.0,334289人评价,
185,186,心迷宫,https://movie.douban.com/subject/25917973/,导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,8.7,619563人评价,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
186,187,英雄本色,https://movie.douban.com/subject/1297574/,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,8.6,607844人评价,
187,188,记忆碎片,https://movie.douban.com/subject/1304447/,导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 盖·皮尔斯 Guy Pearce /...,8.7,670966人评价,
188,189,纵横四海,https://movie.douban.com/subject/1295409/,导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,8.8,475078人评价,
189,190,无敌破坏王,https://movie.douban.com/subject/6534248/,导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...,8.7,613780人评价,迪士尼和皮克斯拿错剧本的产物。
190,191,卢旺达饭店,https://movie.douban.com/subject/1291822/,导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...,8.9,368159人评价,当这个世界闭上双眼，他却敞开了怀抱。
191,192,东京教父,https://movie.douban.com/subject/1310177/,导演: 今敏 Satoshi Kon   主演: 江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,9.0,292582人评价,
192,193,牯岭街少年杀人事件,https://movie.douban.com/subject/1292329/,导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...,8.9,371047人评价,
193,194,恐怖游轮,https://movie.douban.com/subject/3011051/,导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...,8.5,993123人评价,不要企图在重复中寻找已经失去的爱。
194,195,小偷家族,https://movie.douban.com/subject/27622447/,导演: 是枝裕和 Hirokazu Koreeda   主演: 中川雅也 Lily Franky / 安藤樱 Sa...,8.7,897220人评价,我们组成了家。
195,196,魔女宅急便,https://movie.douban.com/subject/1307811/,导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...,8.7,526406人评价,
196,197,冰川时代,https://movie.douban.com/subject/1291578/,导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...,8.7,687613人评价,
197,198,芙蓉镇,https://movie.douban.com/subject/1297880/,导演: 谢晋 Jin Xie   主演: 刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,9.3,190946人评价,
198,199,忠犬八公物语,https://movie.douban.com/subject/1959195/,导演: 神山征二郎 Seijirô Kôyama   主演: 仲代达矢 Tatsuya Nakadai /...,9.2,219372人评价,
199,200,岁月神偷,https://movie.douban.com/subject/3792799/,导演: 罗启锐 Alex Law   主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,8.7,613648人评价,岁月流逝，来日可追。
200,201,遗愿清单,https://movie.douban.com/subject/1867345/,导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...,8.7,540548人评价,用剩余不多的时间，去燃烧整个生命。
201,202,荒蛮故事,https://movie.douban.com/subject/24750126/,导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...,8.7,519758人评价,始于荒诞，止于更荒诞。
202,203,大佛普拉斯,https://movie.douban.com/subject/27059130/,导演: 黄信尧 Hsin-yao Huang   主演: 庄益增 Yizeng Zhuang / 陈竹昇 Chu-sh...,8.7,556176人评价,人们可以登上月球，却永远无法探索人们内心的宇宙。
203,204,源代码,https://movie.douban.com/subject/3075287/,导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...,8.6,928918人评价,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
204,205,花束般的恋爱,https://movie.douban.com/subject/34874432/,导演: 土井裕泰 Nobuhiro Doi   主演: 菅田将晖 Masaki Suda / 有村架纯 Kasu...,8.6,832121人评价,
205,206,白日梦想家,https://movie.douban.com/subject/2133323/,导演: 本·斯蒂勒 Ben Stiller   主演: 本·斯蒂勒 Ben Stiller / 克里斯汀·...,8.6,651922人评价,
206,207,爱乐之城,https://movie.douban.com/subject/25934014/,导演: 达米恩·查泽雷 Damien Chazelle   主演: 瑞恩·高斯林 Ryan Gosling /...,8.4,1123784人评价,
207,208,疯狂的麦克斯4：狂暴之路,https://movie.douban.com/subject/3592854/,导演: 乔治·米勒 George Miller   主演: 汤姆·哈迪 Tom Hardy / 查理兹·塞...,8.7,620463人评价,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~
208,209,可可西里,https://movie.douban.com/subject/1308857/,导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...,8.9,347681人评价,坚硬的信仰。
209,210,你看起来好像很好吃,https://movie.douban.com/subject/4848115/,导演: 藤森雅也 Masaya Fujimori   主演: 山口胜平 Kappei Yamaguchi / 爱河...,8.9,377016人评价,感情不分食草或者食肉。
210,211,贫民窟的百万富翁,https://movie.douban.com/subject/2209573/,导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan   主演: 戴夫...,8.6,808432人评价,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
211,212,波西米亚狂想曲,https://movie.douban.com/subject/5300054/,导演: 布莱恩·辛格 Bryan Singer   主演: 拉米·马雷克 Rami Malek / 本·哈...,8.6,692320人评价,
212,213,城市之光,https://movie.douban.com/subject/1293908/,导演: 查理·卓别林 Charles Chaplin   主演: 查理·卓别林 Charles Chaplin ...,9.3,173669人评价,
213,214,爆裂鼓手,https://movie.douban.com/subject/25773932/,导演: 达米恩·查泽雷 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...,8.6,693571人评价,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
214,215,青蛇,https://movie.douban.com/subject/1303394/,导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...,8.6,602895人评价,
215,216,东邪西毒,https://movie.douban.com/subject/1292328/,导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 林青霞 Brigitte...,8.6,636910人评价,
216,217,哈利·波特与死亡圣器(上),https://movie.douban.com/subject/2051007/,导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,8.6,698618人评价,最忠于原著的一部。
217,218,无耻混蛋,https://movie.douban.com/subject/1438652/,导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / ...,8.7,565152人评价,昆汀同学越来越变态了，比北野武还杜琪峰。
218,219,终结者2：审判日,https://movie.douban.com/subject/1291844/,导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...,8.8,387395人评价,
219,220,大红灯笼高高挂,https://movie.douban.com/subject/1293323/,导演: 张艺谋 Yimou Zhang   主演: 巩俐 Li Gong / 马精武 Jingwu Ma / 何赛...,8.8,374359人评价,
220,221,黑天鹅,https://movie.douban.com/subject/1978709/,导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...,8.6,848895人评价,黑暗之美。
221,222,新龙门客栈,https://movie.douban.com/subject/1292287/,导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...,8.7,511924人评价,
222,223,初恋这件小事,https://movie.douban.com/subject/4739952/,导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...,8.5,1053940人评价,黑小鸭速效美白记。
223,224,千钧一发,https://movie.douban.com/subject/1300117/,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...,8.8,352187人评价,
224,225,人工智能,https://movie.douban.com/subject/1302827/,导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...,8.7,504392人评价,
225,226,崖上的波妞,https://movie.douban.com/subject/1959877/,导演: 宫崎骏 Hayao Miyazaki   主演: 奈良柚莉爱 Yuria Nara / 土井洋辉 Hir...,8.6,577470人评价,
226,227,雨人,https://movie.douban.com/subject/1291870/,导演: 巴瑞·莱文森 Barry Levinson   主演: 达斯汀·霍夫曼 Dustin Hoffman ...,8.7,444244人评价,
227,228,虎口脱险,https://movie.douban.com/subject/1296909/,导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...,8.9,297353人评价,
228,229,哈利·波特与凤凰社,https://movie.douban.com/subject/1457217/,导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...,8.6,698508人评价,
229,230,彗星来的那一夜,https://movie.douban.com/subject/25807345/,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...,8.6,687926人评价,小成本大魅力。
230,231,罗生门,https://movie.douban.com/subject/1291879/,导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 京町子 ...,8.8,359677人评价,
231,232,海边的曼彻斯特,https://movie.douban.com/subject/25980443/,导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...,8.6,655823人评价,我们都有权利不与自己的过去和解。
232,233,恋恋笔记本,https://movie.douban.com/subject/1309163/,导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...,8.5,751601人评价,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。
233,234,火星救援,https://movie.douban.com/subject/25864085/,导演: 雷德利·斯科特 Ridley Scott   主演: 马特·达蒙 Matt Damon / 杰西卡...,8.5,839431人评价,
234,235,真爱至上,https://movie.douban.com/subject/1292401/,导演: 理查德·柯蒂斯 Richard Curtis   主演: 休·格兰特 Hugh Grant / 连姆...,8.5,810196人评价,
235,236,黑客帝国2：重装上阵,https://movie.douban.com/subject/1304141/,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski   ...,8.7,457150人评价,
236,237,冰雪奇缘,https://movie.douban.com/subject/4202982/,导演: 克里斯·巴克 Chris Buck / 珍妮弗·李 Jennifer Lee   主演: 克里斯汀...,8.5,833806人评价,
237,238,步履不停,https://movie.douban.com/subject/2222996/,导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...,8.8,329342人评价,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
238,239,奇迹男孩,https://movie.douban.com/subject/26787574/,导演: 斯蒂芬·卓博斯基 Stephen Chbosky   主演: 雅各布·特伦布莱 Jacob Tr...,8.6,602212人评价,世界不完美，爱会有奇迹。
239,240,千年女优,https://movie.douban.com/subject/1307394/,导演: 今敏 Satoshi Kon   主演: 庄司美代子 Miyoko Shôji / 小山茉美 Mam...,8.8,319406人评价,
240,241,战争之王,https://movie.douban.com/subject/1419936/,导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...,8.7,416927人评价,做一颗让别人需要你的棋子。
241,242,谍影重重2,https://movie.douban.com/subject/1308767/,导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...,8.7,401210人评价,谁说王家卫镜头很晃？
242,243,蜘蛛侠：平行宇宙,https://movie.douban.com/subject/26374197/,导演: 鲍勃·佩尔西凯蒂 Bob Persichetti / 彼得·拉姆齐 Peter Ramsey   主...,8.6,759563人评价,
243,244,攻壳机动队,https://movie.douban.com/subject/1291936/,导演: 押井守 Mamoru Oshii   主演: 田中敦子 Atsuko Tanaka / 大冢明夫 Akio...,9.0,219378人评价,
244,245,血钻,https://movie.douban.com/subject/1428175/,导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...,8.7,423180人评价,每个美丽事物背后都是滴血的现实。
245,246,小姐,https://movie.douban.com/subject/25977027/,导演: 朴赞郁 Chan-wook Park   主演: 金敏喜 Min-hee Kim / 金泰梨 Tae-ri K...,8.5,579289人评价,
246,247,隐藏人物,https://movie.douban.com/subject/26615208/,导演: 特奥多尔·梅尔菲 Theodore Melfi   主演: 塔拉吉·P·汉森 Taraji P. ...,8.9,273992人评价,
247,248,血观音,https://movie.douban.com/subject/27113517/,导演: 杨雅喆 Ya-che Yang   主演: 惠英红 Kara Wai Ying Hung / 吴可熙 Wu K...,8.6,565777人评价,
248,249,魂断蓝桥,https://movie.douban.com/subject/1293964/,导演: 茂文·勒鲁瓦 Mervyn LeRoy   主演: 费雯·丽 Vivien Leigh / 罗伯特·...,8.8,311633人评价,
249,250,房间,https://movie.douban.com/subject/25724855/,导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...,8.7,400941人评价,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
